category_title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev,wikidata_url,wikidata_id,en_description,country_citizenship,sex_gender,occupation,wikidata_entity
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q433619,Q433619,"Roman Catholic nun, activist, writer and academic",United States of America,female,"Christian nun,nun",Joan Chittister
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q504346,Q504346,,Chile,male,"politician,philosopher,economist",Fernando Flores
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q505528,Q505528,,Canada,male,"economist,historian,philosopher,university teacher,sociologist",Harold Innis
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q510591,Q510591,American mathematician,United States of America,male,"mathematician,university teacher,computer scientist,statistician",Warren Weaver
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q511624,Q511624,,Kingdom of the Netherlands,male,"linguist,philosopher,Dutch language specialist,university teacher",Rob Grootendorst
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q634125,Q634125,"American writer, freelancer and sociologist",United States of America,male,"writer,freelancer,sociologist,university teacher,journalist",George Gerbner
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q722347,Q722347,American philosopher and historian,United States of America,male,"anthropologist,historian,writer,university teacher,Catholic priest,literary critic,journalist,philosopher",Walter J. Ong
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q1161998,Q1161998,American academic,United States of America,male,university teacher,Daniel J. O'Keefe
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q1445486,Q1445486,,Kingdom of the Netherlands,male,"philosopher,Dutch language specialist,university teacher",Frans H. van Eemeren
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q1512329,Q1512329,American academic,United States of America,male,"writer,philosopher,university teacher",Molefi Kete Asante
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q1662255,Q1662255,,Germany,female,"linguist,author,translator,university teacher,non-fiction writer",Inez De Florio-Hansen
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q2227424,Q2227424,,Belgium,male,"sexologist,relationship therapist",Alfons Vansteenwegen
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q2530910,Q2530910,,United Kingdom,male,"sociologist,university teacher,communication scholar",Denis McQuail
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q3061477,Q3061477,American academic,United States of America,male,sociologist,Everett Rogers
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q3430760,Q3430760,American psychiatrist,United States of America,male,"psychiatrist,psychotherapist",Richard Fisch
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q3893206,Q3893206,American media critic,United States of America,male,"writer,sociologist,journalist,university teacher",Herbert Schiller
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q3896211,Q3896211,,Finland,male,"politician,economist,journalist,sociologist",Osmo Antero Wiio
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q4056821,Q4056821,,Russia,male,engineer,Dmitry Ageyev
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q4751469,Q4751469,,,male,social scientist,Anantha Babbili
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5006855,Q5006855,American academic,United States of America,male,academic,C. Scott Jacobs
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5075559,Q5075559,American academic and professor of communication,United States of America,male,"professor,psychologist,sociologist,university teacher,academic",Charles Berger
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5144983,Q5144983,,"United Kingdom,United Kingdom of Great Britain and Ireland",male,psychologist,Colin Cherry
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5203712,Q5203712,American academic,United States of America,male,social scientist,D. Lawrence Kincaid
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5203816,Q5203816,,Sri Lanka,male,professor,D. Shelton A. Gunaratne
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5392806,Q5392806,American academic,United States of America,male,social scientist,Ernest Bormann
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5493221,Q5493221,,,male,sociologist,François Cooren
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5512116,Q5512116,,,male,business theorist,G. A. Swanson
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5512502,Q5512502,American academic,United States of America,male,academic,G. Thomas Goodnight
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5538864,Q5538864,American academic,United States of America,male,academic,George Edward Cheney
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q5644620,Q5644620,,Iran,male,politician,Hamid Mowlana
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q6094597,Q6094597,American social scientist,United States of America,male,social scientist,Ithiel de Sola Pool
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q6141741,Q6141741,,Canada,male,sociologist,James R. Taylor
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q6144743,Q6144743,American sociologist,United States of America,male,"university teacher,communication scholar",James W. Carey
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q6144923,Q6144923,,,male,writer,"James W. Tankard, Jr."
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q6397268,Q6397268,,United Kingdom,male,composer,Kevin Porée
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q6419923,Q6419923,,,male,cybernetics,Klaus Krippendorff
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q6768451,Q6768451,American academic,United States of America,male,communication scholar,Mark L. Knapp
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q7129259,Q7129259,American media studies researcher and author,United States of America,female,"university teacher,author,researcher",Pamela J. Shoemaker
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q7296621,Q7296621,,,male,theoretical physicist,Ravi Gomatam
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q7350217,Q7350217,Communication Theorists from the University of Colorado,United States of America,male,"philosopher,writer",Robert T. Craig
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q7350243,Q7350243,American academic,United States of America,male,academic,Robert T. Oliver
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q7681141,Q7681141,,Turkey,male,"engineer,mathematician",Tamer Başar
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q7781501,Q7781501,,Australia,male,linguist,Theo van Leeuwen
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q7964834,Q7964834,American psychologist,United States of America,male,psychologist,Walter Fisher
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q8000236,Q8000236,"writer, journalist, scholar",United States of America,male,"writer,journalist",Wilbur Schramm
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q8060544,Q8060544,Professor of Electrical Engineering,United States of America,male,engineer,Lee Yuk-Wing
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q11556282,Q11556282,,Japan,male,academic,Yukio Tsuda
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q12369646,Q12369646,,Italy,male,philosopher,Marcel Danesi
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q15402044,Q15402044,American academic,United States of America,male,academic,Michael H. Prosser
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q15498046,Q15498046,American academic,United States of America,male,academic,James Chesebro
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q16105257,Q16105257,,Japan,male,writer,Muneo Yoshikawa
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q16181368,Q16181368,,Norway,male,"professor,sociologist",Stein Braten
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q16730114,Q16730114,American academic,United States of America,female,"academic,researcher",Sally Jackson
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q16745343,Q16745343,,,male,writer,Ronald L. Jackson II
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q17306246,Q17306246,,Spain,male,"historian,philosopher,politician,businessperson",Ramón Massó Tarruella
Category:Communication theorists,22048965,220,15,"This category includes all scientists who explore the <span class=""searchmatch"">communication</span> <span class=""searchmatch"">theory</span>. See also: Category:Mass media theorists",2020-05-22T05:49:50Z,theory of communication,Communication theorists,0.5517241379310345,21,http://www.wikidata.org/entity/Q17447358,Q17447358,Estonian-American developmental and cultural psychologist of Estonian origin,United States of America,male,psychologist,Jaan Valsiner
