,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
0,14.0,Category:Meaning–text theory,34757602.0,189.0,24.0,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,theory of texts
1,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"Wikiquote <span class=""searchmatch"">Texts</span> from Wikisource Textbooks from Wikibooks Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants",2021-08-01T19:06:59Z,theory of texts
2,14.0,Category:Wikipedians interested in game theory,55006807.0,940.0,66.0,"Wikiquote <span class=""searchmatch"">Texts</span> from Wikisource Textbooks from Wikibooks Resources from Wikiversity This user interest category comprises the user pages <span class=""searchmatch"">of</span> Wikipedia",2018-02-13T18:38:01Z,theory of texts
3,14.0,Category:Additive number theory,20902687.0,221.0,17.0,"Additive number <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> number <span class=""searchmatch"">theory</span> that studies ways to represent numbers as sums.",2013-03-27T04:38:09Z,theory of texts
4,14.0,Category:The Juliana Theory members,59273456.0,506.0,10.0,"Members <span class=""searchmatch"">of</span> the American alternative rock band The Juliana <span class=""searchmatch"">Theory</span>.",2021-11-09T01:02:16Z,theory of texts
5,14.0,Category:Wikipedians interested in numbers,54959566.0,815.0,67.0,"Wikiquote <span class=""searchmatch"">Texts</span> from Wikisource Textbooks from Wikibooks Resources from Wikiversity This user interest category comprises the user pages <span class=""searchmatch"">of</span> Wikipedia",2018-02-13T18:19:15Z,theory of texts
6,14.0,Category:Pastafarian Wikipedians,18105867.0,1651.0,101.0,"This category consists <span class=""searchmatch"">of</span> Wikipedians who believe in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> the Flying Spaghetti Monster, and who believe that if intelligent design is taught",2020-07-27T10:41:52Z,theory of texts
7,14.0,Category:Literary theory,3101549.0,192.0,0.0,"Wikimedia Commons has media related to Literary <span class=""searchmatch"">theory</span>.",2021-07-01T22:43:52Z,theory of texts
8,14.0,Category:Disciples of Gautama Buddha,32322574.0,203.0,0.0,"Songtsen Gampo Emperor Wen <span class=""searchmatch"">of</span> Sui Dalai Lama Panchen Lama Karmapa Shamarpa Naropa Xuanzang Zhiyi <span class=""searchmatch"">Texts</span> Early Buddhist <span class=""searchmatch"">Texts</span> Tripiṭaka Mahayana sutras Pāli",2021-04-18T09:54:38Z,theory of texts
9,14.0,Category:Academic and Scientific Publishing academic journals,58736909.0,1411.0,152.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",2021-06-04T20:17:50Z,theory of texts
0,14.0,Category:Social constructionism,4228486.0,836.0,54.0,"constructionism, a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">knowledge</span> in sociology and communication <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed understandings <span class=""searchmatch"">of</span> the world that",2021-09-27T08:07:59Z,theories of knowledge
1,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"game <span class=""searchmatch"">theory</span>. Furman Smith, Assoc Prof <span class=""searchmatch"">of</span> Math Auburn University Montgomery with an interest in, but little <span class=""searchmatch"">knowledge</span> <span class=""searchmatch"">of</span>, various types <span class=""searchmatch"">of</span> game <span class=""searchmatch"">theory</span> --",2021-08-01T19:06:59Z,theories of knowledge
2,14.0,Category:Research and Knowledge Publication academic journals,58737189.0,1026.0,144.0,"This is a category which contains journals published by Research and <span class=""searchmatch"">Knowledge</span> Publication (RKP). RKP was listed on Beall's list before the list was taken",2020-10-05T00:00:20Z,theories of knowledge
3,14.0,Category:Applied mathematics,966983.0,943.0,107.0,"Applied mathematics is a branch <span class=""searchmatch"">of</span> mathematics that concerns itself with the application <span class=""searchmatch"">of</span> mathematical <span class=""searchmatch"">knowledge</span> to other domains. Such applications",2020-05-11T18:04:38Z,theories of knowledge
4,14.0,Category:Academic Knowledge and Research Publishing academic journals,58737239.0,1031.0,144.0,"This is a category which contains journals published by Academic <span class=""searchmatch"">Knowledge</span> and Research Publishing (AKRP). AKRP was listed on Beall's list before it was",2020-10-04T23:57:00Z,theories of knowledge
5,14.0,Category:Learning theory (education),16163925.0,372.0,25.0,"education, learning <span class=""searchmatch"">theories</span> are attempts to describe how people and animals learn, thereby helping us understand the inherently complex process <span class=""searchmatch"">of</span> learning.",2021-09-27T07:39:41Z,theories of knowledge
6,14.0,Category:North American traditional medicine,48892423.0,905.0,89.0,"defines traditional medicine as &quot;the sum total <span class=""searchmatch"">of</span> the <span class=""searchmatch"">knowledge</span>, skills, and practices based on the <span class=""searchmatch"">theories</span>, beliefs, and experiences indigenous to different",2021-03-25T03:29:40Z,theories of knowledge
7,14.0,Category:Esoteric anthropogenesis,4111953.0,989.0,98.0,"The occult history <span class=""searchmatch"">of</span> human evolution according to esoteric <span class=""searchmatch"">knowledge</span> presented in the philosophies <span class=""searchmatch"">of</span> H.P. Blavatsky, Rudolf Steiner and Max Heindel",2020-07-19T22:19:08Z,theories of knowledge
8,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Reductionism / Determinism Rationalism / Empiricism Received view / Semantic view <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> Scientific realism / Anti-realism Scientific essentialism Scientific",2014-10-19T17:09:05Z,theories of knowledge
9,14.0,"Category:International Institute for Science, Technology and Education academic journals",59006967.0,721.0,81.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 8 November",2021-06-20T18:17:22Z,theories of knowledge
0,14.0,Category:Logic literature,22410600.0,232.0,4.0,"Philosophy portal <span class=""searchmatch"">Literature</span> portal",2019-09-09T05:59:48Z,theories of literature
1,14.0,Category:Ethics literature,6283119.0,227.0,2.0,"<span class=""searchmatch"">Literature</span> portal",2019-08-03T18:29:53Z,theories of literature
2,14.0,Category:Epistemology literature,13083243.0,221.0,2.0,"<span class=""searchmatch"">Literature</span> portal",2019-07-19T21:12:50Z,theories of literature
3,14.0,Category:Personality trait theorists,16146832.0,981.0,98.0,"influence behavior. Although trait <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> personality are currently the most dominant <span class=""searchmatch"">theories</span> in the personality <span class=""searchmatch"">literature</span>, it was the Greek philosopher",2019-11-01T10:58:47Z,theories of literature
4,14.0,Category:Literary criticism,733855.0,671.0,62.0,"interpretation <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>. Modern literary criticism is often influenced by literary <span class=""searchmatch"">theory</span>, which is the philosophical discussion <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>'s goals and",2021-01-05T12:52:22Z,theories of literature
5,14.0,Category:Theories of deduction,23357224.0,254.0,2.0,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> Social <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",2019-09-09T06:00:09Z,theories of literature
6,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants. The following userbox templates will add your user",2021-08-01T19:06:59Z,theories of literature
7,14.0,Category:Postmodern theory,704758.0,972.0,82.0,"as an ambiguous overarching term for skeptical interpretations <span class=""searchmatch"">of</span> culture, <span class=""searchmatch"">literature</span>, art, philosophy, economics, architecture, fiction, and literary",2021-01-08T11:16:04Z,theories of literature
8,14.0,Category:Essays about literature,33685929.0,200.0,3.0,"Essays about <span class=""searchmatch"">literature</span>.",2018-07-09T08:12:59Z,theories of literature
9,14.0,Category:Social theories,23079219.0,211.0,29.0,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> Social <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",2020-08-07T19:14:31Z,theories of literature
0,14.0,Category:Creationism,919511.0,1850.0,190.0,"the Genesis creation narrative and the rejection <span class=""searchmatch"">of</span> the scientific <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span>. As the history <span class=""searchmatch"">of</span> evolutionary thought developed from the 18th century",2021-11-15T06:56:07Z,theory of evolution
1,14.0,Category:Creationists,1529210.0,1677.0,190.0,"the Genesis creation narrative and the rejection <span class=""searchmatch"">of</span> the scientific <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span>. As the history <span class=""searchmatch"">of</span> evolutionary thought developed from the 18th century",2021-10-03T13:50:27Z,theory of evolution
2,14.0,Category:Proto-evolutionary biologists,1131599.0,498.0,62.0,"kind <span class=""searchmatch"">of</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">evolution</span> before Charles Darwin and Alfred Russel Wallace published their <span class=""searchmatch"">theory</span> in 1858. They contributed some aspects <span class=""searchmatch"">of</span> the <span class=""searchmatch"">theory</span> without",2018-06-17T23:32:58Z,theory of evolution
